Action,Adventure,Puzzle,RPG,Strategy,Price
1,0,0,0,0,4.99
1,0,0,0,0,3.99
1,0,0,0,0,3.39
1,0,0,0,0,3.74
1,0,0,0,0,14.99
1,0,0,0,0,3.74
1,0,0,0,0,11.99
1,0,0,0,0,1.19
1,0,0,0,0,1.19
1,0,0,0,0,2.99
1,0,0,0,0,2.71
1,0,0,0,0,11.99
1,0,0,0,0,11.99
1,0,0,0,0,1.35
1,0,0,0,0,7.99
1,0,0,0,0,3.99
1,0,0,0,0,1.99
1,0,0,0,0,1.49
1,0,0,0,0,1.99
1,0,0,0,0,6.99
1,0,0,0,0,1.49
1,0,0,0,0,2.49
1,0,0,0,0,1.99
1,0,0,0,0,2.49
1,0,0,0,0,23.99
1,0,0,0,0,3.99
1,0,0,0,0,1.19
1,0,0,0,0,2.49
1,0,0,0,0,14.99
1,0,0,0,0,5.59
1,0,0,0,0,1.74
1,0,0,0,0,3.99
1,0,0,0,0,7.19
1,0,0,0,0,3.49
1,0,0,0,0,24.99
1,0,0,0,0,9.99
1,0,0,0,0,3.99
1,0,0,0,0,4.49
1,0,0,0,0,1.01
1,0,0,0,0,16.99
1,0,0,0,0,7.64
1,0,0,0,0,1.99
1,0,0,0,0,6.69
1,0,0,0,0,5.49
1,0,0,0,0,11.99
1,0,0,0,0,3.49
1,0,0,0,0,7.89
1,0,0,0,0,9.99
1,0,0,0,0,3.99
1,0,0,0,0,1.49
1,0,0,0,0,5.99
1,0,0,0,0,3.99
1,0,0,0,0,5.99
1,0,0,0,0,2.00
1,0,0,0,0,1.99
1,0,0,0,0,1.79
1,0,0,0,0,2.44
1,0,0,0,0,11.69
1,0,0,0,0,1.49
1,0,0,0,0,2.99
1,0,0,0,0,4.99
1,0,0,0,0,9.09
1,0,0,0,0,1.24
1,0,0,0,0,1.19
1,0,0,0,0,1.19
1,0,0,0,0,2.49
1,0,0,0,0,3.99
1,0,0,0,0,4.99
1,0,0,0,0,2.49
1,0,0,0,0,3.99
1,0,0,0,0,1.59
1,0,0,0,0,3.79
1,0,0,0,0,2.79
1,0,0,0,0,2.29
1,0,0,0,0,1.49
1,0,0,0,0,11.99
1,0,0,0,0,7.99
1,0,0,0,0,9.99
1,0,0,0,0,2.99
1,0,0,0,0,1.19
1,0,0,0,0,4.89
1,0,0,0,0,3.49
1,0,0,0,0,5.59
1,0,0,0,0,8.49
1,0,0,0,0,3.59
1,0,0,0,0,1.49
1,0,0,0,0,1.49
1,0,0,0,0,3.74
1,0,0,0,0,2.99
1,0,0,0,0,15.99
1,0,0,0,0,1.99
1,0,0,0,0,7.99
1,0,0,0,0,2.49
1,0,0,0,0,4.19
1,0,0,0,0,1.49
1,0,0,0,0,1.69
1,0,0,0,0,1.49
1,0,0,0,0,7.49
1,0,0,0,0,3.91
1,0,0,0,0,1.55
1,0,0,0,0,1.99
1,0,0,0,0,3.99
1,0,0,0,0,1.99
1,0,0,0,0,14.99
1,0,0,0,0,1.79
1,0,0,0,0,1.79
1,0,0,0,0,1.59
1,0,0,0,0,4.49
1,0,0,0,0,1.24
1,0,0,0,0,1.49
1,0,0,0,0,5.59
1,0,0,0,0,3.98
1,0,0,0,0,2.49
1,0,0,0,0,2.99
1,0,0,0,0,1.99
1,0,0,0,0,6.49
1,0,0,0,0,1.49
1,0,0,0,0,2.49
1,0,0,0,0,1.19
1,0,0,0,0,2.69
1,0,0,0,0,6.29
1,0,0,0,0,4.49
1,0,0,0,0,5.99
1,0,0,0,0,5.99
1,0,0,0,0,1.59
1,0,0,0,0,3.74
1,0,0,0,0,17.99
1,0,0,0,0,2.49
1,0,0,0,0,2.49
1,0,0,0,0,3.99
1,0,0,0,0,3.24
1,0,0,0,0,1.49
1,0,0,0,0,2.39
1,0,0,0,0,7.79
1,0,0,0,0,18.74
1,0,0,0,0,11.99
1,0,0,0,0,4.80
1,0,0,0,0,17.99
1,0,0,0,0,7.99
1,0,0,0,0,5.99
1,0,0,0,0,4.49
1,0,0,0,0,7.49
1,0,0,0,0,2.49
1,0,0,0,0,13.99
1,0,0,0,0,6.99
1,0,0,0,0,1.24
1,0,0,0,0,1.49
1,0,0,0,0,4.24
1,0,0,0,0,1.19
1,0,0,0,0,4.99
1,0,0,0,0,1.19
1,0,0,0,0,2.99
1,0,0,0,0,2.49
1,0,0,0,0,4.94
1,0,0,0,0,2.49
1,0,0,0,0,3.19
1,0,0,0,0,7.49
1,0,0,0,0,1.19
1,0,0,0,0,2.49
1,0,0,0,0,17.99
1,0,0,0,0,9.99
1,0,0,0,0,1.49
1,0,0,0,0,11.24
1,0,0,0,0,6.02
1,0,0,0,0,2.49
1,0,0,0,0,1.39
1,0,0,0,0,2.49
1,0,0,0,0,5.09
1,0,0,0,0,2.99
1,0,0,0,0,1.49
1,0,0,0,0,1.49
1,0,0,0,0,4.49
1,0,0,0,0,3.24
1,0,0,0,0,7.49
1,0,0,0,0,6.39
1,0,0,0,0,3.49
1,0,0,0,0,2.50
1,0,0,0,0,4.19
1,0,0,0,0,5.19
1,0,0,0,0,2.39
1,0,0,0,0,2.24
1,0,0,0,0,3.59
1,0,0,0,0,1.39
1,0,0,0,0,1.99
1,0,0,0,0,1.19
1,0,0,0,0,7.59
1,0,0,0,0,17.99
1,0,0,0,0,8.99
1,0,0,0,0,3.74
1,0,0,0,0,3.99
1,0,0,0,0,2.49
1,0,0,0,0,8.99
1,0,0,0,0,2.09
1,0,0,0,0,2.39
1,0,0,0,0,7.99
1,0,0,0,0,4.99
1,0,0,0,0,2.79
1,0,0,0,0,1.39
1,0,0,0,0,17.99
1,0,0,0,0,1.49
1,0,0,0,0,3.49
1,0,0,0,0,5.59
1,0,0,0,0,1.69
1,0,0,0,0,2.49
1,0,0,0,0,4.99
1,0,0,0,0,4.99
1,0,0,0,0,2.99
1,0,0,0,0,1.59
1,0,0,0,0,2.31
1,0,0,0,0,6.79
1,0,0,0,0,3.99
1,0,0,0,0,1.09
1,0,0,0,0,2.99
1,0,0,0,0,2.99
1,0,0,0,0,4.99
1,0,0,0,0,6.99
1,0,0,0,0,2.99
1,0,0,0,0,1.99
1,0,0,0,0,2.99
1,0,0,0,0,3.59
1,0,0,0,0,2.49
1,0,0,0,0,5.39
1,0,0,0,0,1.99
1,0,0,0,0,17.99
1,0,0,0,0,1.49
1,0,0,0,0,1.99
1,0,0,0,0,1.99
1,0,0,0,0,1.11
1,0,0,0,0,7.49
1,0,0,0,0,3.99
1,0,0,0,0,9.74
1,0,0,0,0,2.47
1,0,0,0,0,6.99
1,0,0,0,0,1.43
1,0,0,0,0,2.69
1,0,0,0,0,1.59
1,0,0,0,0,1.24
1,0,0,0,0,2.09
1,0,0,0,0,3.14
1,0,0,0,0,1.49
1,0,0,0,0,1.99
1,0,0,0,0,2.39
1,0,0,0,0,1.49
1,0,0,0,0,1.49
1,0,0,0,0,9.99
1,0,0,0,0,1.49
1,0,0,0,0,7.99
1,0,0,0,0,1.49
1,0,0,0,0,1.99
1,0,0,0,0,8.69
1,0,0,0,0,2.49
1,0,0,0,0,1.59
1,0,0,0,0,2.54
1,0,0,0,0,2.99
1,0,0,0,0,5.39
1,0,0,0,0,4.99
1,0,0,0,0,8.99
1,0,0,0,0,5.99
1,0,0,0,0,7.49
1,0,0,0,0,6.99
1,0,0,0,0,3.99
1,0,0,0,0,7.49
1,0,0,0,0,22.49
1,0,0,0,0,14.99
1,0,0,0,0,1.49
1,0,0,0,0,1.59
1,0,0,0,0,9.99
1,0,0,0,0,22.49
1,0,0,0,0,6.39
1,0,0,0,0,1.24
1,0,0,0,0,1.24
1,0,0,0,0,6.99
1,0,0,0,0,17.99
1,0,0,0,0,4.49
1,0,0,0,0,1.49
1,0,0,0,0,5.59
1,0,0,0,0,1.99
1,0,0,0,0,1.99
1,0,0,0,0,3.19
1,0,0,0,0,1.99
1,0,0,0,0,5.84
1,0,0,0,0,2.49
1,0,0,0,0,2.31
1,0,0,0,0,2.99
1,0,0,0,0,18.74
1,0,0,0,0,4.79
1,0,0,0,0,6.59
1,0,0,0,0,3.99
1,0,0,0,0,3.14
1,0,0,0,0,3.99
1,0,0,0,0,2.99
1,0,0,0,0,1.99
1,0,0,0,0,2.49
1,0,0,0,0,8.49
1,0,0,0,0,4.99
1,0,0,0,0,4.99
1,0,0,0,0,1.99
1,0,0,0,0,2.99
1,0,0,0,0,2.86
1,0,0,0,0,2.49
1,0,0,0,0,1.99
1,0,0,0,0,4.49
1,0,0,0,0,11.19
1,0,0,0,0,3.99
1,0,0,0,0,3.99
1,0,0,0,0,2.49
1,0,0,0,0,1.24
1,0,0,0,0,2.49
1,0,0,0,0,2.95
1,0,0,0,0,4.39
1,0,0,0,0,4.19
1,0,0,0,0,2.69
0,1,0,0,0,2.25
0,1,0,0,0,2.00
0,1,0,0,0,4.99
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,2.00
0,1,0,0,0,1.49
0,1,0,0,0,14.99
0,1,0,0,0,14.99
0,1,0,0,0,1.24
0,1,0,0,0,9.74
0,1,0,0,0,8.99
0,1,0,0,0,6.99
0,1,0,0,0,5.99
0,1,0,0,0,5.99
0,1,0,0,0,5.24
0,1,0,0,0,5.99
0,1,0,0,0,7.99
0,1,0,0,0,5.24
0,1,0,0,0,11.99
0,1,0,0,0,14.99
0,1,0,0,0,9.99
0,1,0,0,0,4.99
0,1,0,0,0,4.99
0,1,0,0,0,19.99
0,1,0,0,0,13.39
0,1,0,0,0,5.99
0,1,0,0,0,31.49
0,1,0,0,0,7.49
0,1,0,0,0,4.99
0,1,0,0,0,9.99
0,1,0,0,0,3.74
0,1,0,0,0,7.99
0,1,0,0,0,9.74
0,1,0,0,0,14.99
0,1,0,0,0,29.99
0,1,0,0,0,4.99
0,1,0,0,0,10.24
0,1,0,0,0,9.99
0,1,0,0,0,1.59
0,1,0,0,0,12.49
0,1,0,0,0,11.99
0,1,0,0,0,3.59
0,1,0,0,0,9.99
0,1,0,0,0,8.99
0,1,0,0,0,3.19
0,1,0,0,0,1.39
0,1,0,0,0,15.99
0,1,0,0,0,8.99
0,1,0,0,0,2.39
0,1,0,0,0,5.99
0,1,0,0,0,7.14
0,1,0,0,0,8.99
0,1,0,0,0,4.49
0,1,0,0,0,2.49
0,1,0,0,0,4.19
0,1,0,0,0,4.49
0,1,0,0,0,11.99
0,1,0,0,0,1.49
0,1,0,0,0,5.19
0,1,0,0,0,7.99
0,1,0,0,0,5.24
0,1,0,0,0,9.90
0,1,0,0,0,13.49
0,1,0,0,0,1.99
0,1,0,0,0,14.99
0,1,0,0,0,3.49
0,1,0,0,0,9.89
0,1,0,0,0,17.99
0,1,0,0,0,2.99
0,1,0,0,0,4.99
0,1,0,0,0,3.99
0,1,0,0,0,6.49
0,1,0,0,0,1.99
0,1,0,0,0,1.99
0,1,0,0,0,9.74
0,1,0,0,0,12.49
0,1,0,0,0,1.99
0,1,0,0,0,5.99
0,1,0,0,0,3.99
0,1,0,0,0,1.99
0,1,0,0,0,1.94
0,1,0,0,0,3.49
0,1,0,0,0,14.99
0,1,0,0,0,1.65
0,1,0,0,0,5.24
0,1,0,0,0,6.29
0,1,0,0,0,15.89
0,1,0,0,0,11.99
0,1,0,0,0,2.99
0,1,0,0,0,1.99
0,1,0,0,0,9.99
0,1,0,0,0,14.39
0,1,0,0,0,2.44
0,1,0,0,0,11.99
0,1,0,0,0,13.39
0,1,0,0,0,1.99
0,1,0,0,0,24.99
0,1,0,0,0,9.99
0,1,0,0,0,10.04
0,1,0,0,0,1.99
0,1,0,0,0,6.11
0,1,0,0,0,15.99
0,1,0,0,0,12.49
0,1,0,0,0,7.79
0,1,0,0,0,9.99
0,1,0,0,0,8.99
0,1,0,0,0,4.99
0,1,0,0,0,3.19
0,1,0,0,0,7.69
0,1,0,0,0,1.99
0,1,0,0,0,12.49
0,1,0,0,0,9.99
0,1,0,0,0,6.49
0,1,0,0,0,11.99
0,1,0,0,0,1.49
0,1,0,0,0,5.99
0,1,0,0,0,1.79
0,1,0,0,0,2.99
0,1,0,0,0,1.99
0,1,0,0,0,5.19
0,1,0,0,0,2.49
0,1,0,0,0,2.44
0,1,0,0,0,4.99
0,1,0,0,0,3.49
0,1,0,0,0,13.39
0,1,0,0,0,2.49
0,1,0,0,0,2.49
0,1,0,0,0,4.49
0,1,0,0,0,6.45
0,1,0,0,0,1.99
0,1,0,0,0,2.79
0,1,0,0,0,2.49
0,1,0,0,0,11.99
0,1,0,0,0,1.94
0,1,0,0,0,10.39
0,1,0,0,0,17.99
0,1,0,0,0,4.49
0,1,0,0,0,13.99
0,1,0,0,0,6.49
0,1,0,0,0,3.74
0,1,0,0,0,13.49
0,1,0,0,0,17.99
0,1,0,0,0,29.99
0,1,0,0,0,4.99
0,1,0,0,0,3.24
0,1,0,0,0,3.24
0,1,0,0,0,2.44
0,1,0,0,0,3.99
0,1,0,0,0,1.19
0,1,0,0,0,12.99
0,1,0,0,0,18.74
0,1,0,0,0,2.79
0,1,0,0,0,5.19
0,1,0,0,0,4.49
0,1,0,0,0,4.99
0,1,0,0,0,2.49
0,1,0,0,0,5.24
0,1,0,0,0,4.49
0,1,0,0,0,2.24
0,1,0,0,0,11.99
0,1,0,0,0,17.99
0,1,0,0,0,3.99
0,1,0,0,0,1.99
0,1,0,0,0,4.39
0,1,0,0,0,3.49
0,1,0,0,0,8.99
0,1,0,0,0,3.99
0,1,0,0,0,5.00
0,1,0,0,0,5.99
0,1,0,0,0,8.49
0,1,0,0,0,2.49
0,1,0,0,0,2.99
0,1,0,0,0,14.39
0,1,0,0,0,1.49
0,1,0,0,0,6.99
0,1,0,0,0,2.39
0,1,0,0,0,2.49
0,1,0,0,0,11.04
0,1,0,0,0,3.49
0,1,0,0,0,6.99
0,1,0,0,0,4.99
0,1,0,0,0,1.39
0,1,0,0,0,2.79
0,1,0,0,0,7.49
0,1,0,0,0,10.49
0,1,0,0,0,3.32
0,1,0,0,0,3.59
0,1,0,0,0,4.99
0,1,0,0,0,2.99
0,1,0,0,0,2.24
0,1,0,0,0,6.29
0,1,0,0,0,2.24
0,1,0,0,0,1.24
0,1,0,0,0,5.99
0,1,0,0,0,2.99
0,1,0,0,0,7.49
0,1,0,0,0,4.99
0,1,0,0,0,9.74
0,1,0,0,0,16.49
0,1,0,0,0,14.24
0,1,0,0,0,2.49
0,1,0,0,0,2.39
0,1,0,0,0,1.35
0,1,0,0,0,2.69
0,1,0,0,0,4.99
0,1,0,0,0,3.24
0,1,0,0,0,1.99
0,1,0,0,0,2.49
0,1,0,0,0,4.99
0,1,0,0,0,4.54
0,1,0,0,0,4.24
0,1,0,0,0,12.74
0,1,0,0,0,2.99
0,1,0,0,0,4.79
0,1,0,0,0,4.49
0,1,0,0,0,1.49
0,1,0,0,0,2.99
0,1,0,0,0,11.99
0,1,0,0,0,1.99
0,1,0,0,0,2.99
0,1,0,0,0,1.99
0,1,0,0,0,1.59
0,1,0,0,0,2.99
0,1,0,0,0,9.99
0,1,0,0,0,1.99
0,1,0,0,0,1.19
0,1,0,0,0,12.05
0,1,0,0,0,8.49
0,1,0,0,0,2.99
0,1,0,0,0,1.79
0,1,0,0,0,1.69
0,1,0,0,0,1.99
0,1,0,0,0,3.99
0,1,0,0,0,4.99
0,1,0,0,0,13.49
0,1,0,0,0,5.19
0,1,0,0,0,3.99
0,1,0,0,0,6.74
0,1,0,0,0,1.99
0,1,0,0,0,3.39
0,1,0,0,0,2.49
0,1,0,0,0,4.99
0,1,0,0,0,6.49
0,1,0,0,0,1.59
0,1,0,0,0,5.99
0,1,0,0,0,5.59
0,1,0,0,0,11.99
0,1,0,0,0,1.19
0,1,0,0,0,19.99
0,1,0,0,0,2.99
0,1,0,0,0,3.49
0,1,0,0,0,11.99
0,1,0,0,0,3.34
0,1,0,0,0,2.39
0,1,0,0,0,3.99
0,1,0,0,0,1.99
0,1,0,0,0,1.49
0,1,0,0,0,1.99
0,1,0,0,0,6.99
0,1,0,0,0,3.34
0,1,0,0,0,1.49
0,1,0,0,0,2.49
0,1,0,0,0,1.99
0,1,0,0,0,11.99
0,1,0,0,0,2.39
0,1,0,0,0,2.99
0,1,0,0,0,23.99
0,1,0,0,0,3.49
0,1,0,0,0,14.99
0,1,0,0,0,4.99
0,1,0,0,0,11.99
0,1,0,0,0,1.74
0,1,0,0,0,3.99
0,1,0,0,0,7.19
0,1,0,0,0,3.99
0,1,0,0,0,4.19
0,1,0,0,0,9.99
0,1,0,0,0,3.99
0,1,0,0,0,3.59
0,1,0,0,0,4.49
0,1,0,0,0,16.99
0,1,0,0,0,1.19
0,1,0,0,0,7.64
0,1,0,0,0,1.99
0,1,0,0,0,6.69
0,1,0,0,0,5.49
0,1,0,0,0,1.49
0,1,0,0,0,7.89
0,1,0,0,0,7.49
0,1,0,0,0,1.24
0,1,0,0,0,3.99
0,1,0,0,0,5.99
0,1,0,0,0,1.19
0,1,0,0,0,3.99
0,1,0,0,0,5.99
0,1,0,0,0,2.00
0,1,0,0,0,1.49
0,1,0,0,0,1.99
0,1,0,0,0,2.44
0,1,0,0,0,1.99
0,1,0,0,0,11.69
0,1,0,0,0,1.49
0,1,0,0,0,1.59
0,1,0,0,0,5.39
0,1,0,0,0,2.49
0,1,0,0,0,1.54
0,1,0,0,0,4.99
0,1,0,0,0,5.99
0,1,0,0,0,9.09
0,1,0,0,0,1.99
0,1,0,0,0,1.24
0,1,0,0,0,2.99
0,1,0,0,0,1.19
0,1,0,0,0,1.99
0,1,0,0,0,3.99
0,1,0,0,0,3.79
0,1,0,0,0,8.99
0,1,0,0,0,2.79
0,1,0,0,0,2.29
0,1,0,0,0,1.59
0,1,0,0,0,3.49
0,1,0,0,0,4.89
0,1,0,0,0,2.24
0,1,0,0,0,8.49
0,1,0,0,0,10.79
0,1,0,0,0,1.49
0,1,0,0,0,1.49
0,1,0,0,0,2.99
0,1,0,0,0,3.74
0,1,0,0,0,2.99
0,1,0,0,0,1.19
0,1,0,0,0,12.79
0,1,0,0,0,2.09
0,1,0,0,0,2.49
0,1,0,0,0,5.49
0,1,0,0,0,13.49
0,1,0,0,0,1.49
0,1,0,0,0,2.00
0,1,0,0,0,3.99
0,1,0,0,0,7.49
0,1,0,0,0,1.99
0,1,0,0,0,3.91
0,1,0,0,0,1.55
0,1,0,0,0,3.99
0,1,0,0,0,5.99
0,1,0,0,0,1.79
0,1,0,0,0,1.29
0,1,0,0,0,1.79
0,1,0,0,0,23.99
0,1,0,0,0,1.59
0,1,0,0,0,1.49
0,1,0,0,0,5.59
0,1,0,0,0,2.49
0,1,0,0,0,2.99
0,1,0,0,0,2.99
0,1,0,0,0,1.54
0,1,0,0,0,1.49
0,1,0,0,0,2.49
0,1,0,0,0,2.99
0,1,0,0,0,10.04
0,1,0,0,0,2.69
0,1,0,0,0,5.99
0,1,0,0,0,6.69
0,1,0,0,0,5.99
0,1,0,0,0,3.74
0,1,0,0,0,1.59
0,1,0,0,0,17.99
0,1,0,0,0,2.49
0,1,0,0,0,13.59
0,1,0,0,0,3.99
0,1,0,0,0,3.99
0,1,0,0,0,4.49
0,1,0,0,0,12.49
0,1,0,0,0,3.24
0,1,0,0,0,2.39
0,1,0,0,0,7.99
0,1,0,0,0,1.19
0,1,0,0,0,18.74
0,1,0,0,0,2.99
0,1,0,0,0,3.74
0,1,0,0,0,6.59
0,1,0,0,0,2.79
0,1,0,0,0,4.19
0,1,0,0,0,17.99
0,1,0,0,0,7.99
0,1,0,0,0,7.49
0,1,0,0,0,2.49
0,1,0,0,0,3.49
0,1,0,0,0,1.19
0,1,0,0,0,13.99
0,1,0,0,0,1.99
0,1,0,0,0,2.99
0,1,0,0,0,4.24
0,1,0,0,0,1.19
0,1,0,0,0,4.99
0,1,0,0,0,13.29
0,1,0,0,0,2.99
0,1,0,0,0,2.49
0,1,0,0,0,1.19
0,1,0,0,0,2.49
0,1,0,0,0,9.99
0,1,0,0,0,1.99
0,1,0,0,0,1.49
0,1,0,0,0,11.24
0,1,0,0,0,2.49
0,1,0,0,0,1.19
0,1,0,0,0,5.99
0,1,0,0,0,1.39
0,1,0,0,0,10.04
0,1,0,0,0,3.29
0,1,0,0,0,1.99
0,1,0,0,0,2.49
0,1,0,0,0,2.99
0,1,0,0,0,1.49
0,1,0,0,0,1.49
0,1,0,0,0,4.24
0,1,0,0,0,3.49
0,1,0,0,0,7.49
0,1,0,0,0,6.39
0,1,0,0,0,7.99
0,1,0,0,0,7.49
0,1,0,0,0,3.49
0,1,0,0,0,5.24
0,1,0,0,0,5.99
0,1,0,0,0,2.50
0,1,0,0,0,5.19
0,1,0,0,0,17.79
0,1,0,0,0,2.39
0,1,0,0,0,2.24
0,1,0,0,0,3.89
0,1,0,0,0,2.09
0,1,0,0,0,1.39
0,1,0,0,0,5.59
0,1,0,0,0,3.49
0,1,0,0,0,1.99
0,1,0,0,0,3.74
0,1,0,0,0,4.19
0,1,0,0,0,2.49
0,1,0,0,0,8.99
0,1,0,0,0,2.09
0,1,0,0,0,2.39
0,1,0,0,0,2.09
0,1,0,0,0,3.74
0,1,0,0,0,2.79
0,1,0,0,0,4.39
0,1,0,0,0,7.99
0,1,0,0,0,2.99
0,1,0,0,0,17.99
0,1,0,0,0,5.94
0,1,0,0,0,14.99
0,1,0,0,0,3.89
0,1,0,0,0,2.99
0,1,0,0,0,8.99
0,1,0,0,0,3.49
0,1,0,0,0,2.39
0,1,0,0,0,2.49
0,1,0,0,0,2.99
0,1,0,0,0,1.59
0,1,0,0,0,6.49
0,1,0,0,0,6.79
0,1,0,0,0,3.99
0,1,0,0,0,3.89
0,1,0,0,0,1.09
0,1,0,0,0,3.74
0,1,0,0,0,1.39
0,1,0,0,0,1.46
0,1,0,0,0,6.99
0,1,0,0,0,2.99
0,1,0,0,0,3.29
0,1,0,0,0,2.69
0,1,0,0,0,8.95
0,1,0,0,0,5.99
0,1,0,0,0,2.59
0,1,0,0,0,4.94
0,1,0,0,0,5.09
0,1,0,0,0,1.39
0,1,0,0,0,10.19
0,1,0,0,0,3.89
0,1,0,0,0,17.99
0,1,0,0,0,1.49
0,1,0,0,0,7.49
0,1,0,0,0,7.49
0,1,0,0,0,19.99
0,1,0,0,0,1.99
0,1,0,0,0,3.99
0,1,0,0,0,3.99
0,1,0,0,0,2.39
0,1,0,0,0,4.49
0,1,0,0,0,5.24
0,1,0,0,0,2.47
0,1,0,0,0,6.99
0,1,0,0,0,2.69
0,1,0,0,0,1.94
0,1,0,0,0,1.59
0,1,0,0,0,3.14
0,1,0,0,0,4.49
0,1,0,0,0,1.99
0,1,0,0,0,7.49
0,1,0,0,0,10.49
0,1,0,0,0,9.99
0,1,0,0,0,1.49
0,1,0,0,0,5.99
0,1,0,0,0,7.69
0,1,0,0,0,1.24
0,1,0,0,0,1.99
0,1,0,0,0,1.14
0,1,0,0,0,1.49
0,1,0,0,0,8.69
0,1,0,0,0,2.49
0,1,0,0,0,5.84
0,1,0,0,0,1.99
0,1,0,0,0,2.79
0,1,0,0,0,2.54
0,1,0,0,0,2.99
0,1,0,0,0,3.99
0,1,0,0,0,2.99
0,1,0,0,0,4.99
0,1,0,0,0,8.99
